Latitude,Longitude,Distance_to_Park,Proximity_to_Water,Vegetation_Density,Human_Population_Density,Reported_Conflict_Incidents
-1.3854,35.7322,7.1,1,0.23,149,4
0.9103,36.5293,16.16,1,0.63,113,6
0.871,39.7393,5.75,0,0.26,157,6
1.2364,38.2908,18.86,1,0.31,92,8
-0.8576,36.9014,12.4,1,0.63,159,1
1.135,38.1331,8.91,0,0.41,62,1
1.9738,36.9305,4.43,0,0.39,54,8
1.4203,38.0511,13.59,0,0.52,124,0
-1.0436,39.3445,11.45,1,0.68,112,9
-0.3981,35.184,4.18,0,0.48,51,5
-0.3446,37.9773,8.61,1,0.67,71,1
-0.9485,38.3028,15.82,0,0.54,66,2
-0.5722,35.2778,4.55,1,0.51,122,10
1.5581,36.6107,2.53,0,0.39,53,9
-1.7202,37.4906,5.46,1,0.55,194,7
1.6361,39.2648,9.23,0,0.25,157,10
-1.717,35.2382,3.22,1,0.35,82,3
1.5997,39.1316,13.56,0,0.71,126,9
0.1369,38.7358,13.8,1,0.68,120,4
0.7417,37.5695,2.71,1,0.2,159,2
-0.1318,39.4215,7.68,1,0.48,85,5
-1.9075,38.6857,19.01,0,0.46,130,1
1.9192,36.0443,4.56,0,0.43,156,8
0.8644,37.301,11.82,0,0.51,111,5
-1.5683,36.1127,17.88,0,0.44,69,4
0.0343,36.6731,19.48,0,0.49,98,2
0.003,35.2744,15.16,0,0.52,53,2
-1.3276,39.5353,8.12,1,0.35,159,9
1.9603,38.6687,6.67,0,0.7,112,4
-0.7104,37.9376,16.32,0,0.25,72,4
1.4086,36.8582,2.73,1,0.57,74,2
0.7296,38.5888,11.96,0,0.35,75,10
1.658,36.0328,9.76,1,0.62,71,7
-0.1147,35.6511,7.18,0,0.57,127,7
1.2241,39.7666,4.75,0,0.66,127,8
0.7495,38.3114,8.7,0,0.48,96,0
1.3643,38.8246,1.84,0,0.45,107,6
1.5897,39.3293,8.49,0,0.49,75,0
-1.8418,37.8958,2.08,1,0.53,161,8
-1.474,37.6093,19.81,0,0.25,154,4
0.0936,38.9031,19.03,0,0.32,134,3
-1.2729,36.3809,7.32,0,0.72,82,10
-0.8483,37.9143,13.17,1,0.73,82,3
-0.4357,39.0611,9.62,1,0.41,141,1
-1.5248,39.5145,2.96,0,0.58,86,7
-0.2239,36.8977,10.95,0,0.49,126,9
-0.8201,35.425,7.81,1,0.3,174,10
0.4106,38.2094,7.53,1,0.56,157,2
-1.7775,36.3725,10.27,1,0.35,127,7
1.5418,36.8677,8.53,1,0.5,196,0
-1.5252,37.7595,18.79,0,0.59,132,1
0.4507,35.1749,4.01,0,0.67,62,2
-1.7584,39.8594,19.12,0,0.32,98,4
-1.1055,36.3717,8.43,1,0.21,162,3
1.2939,39.0414,17.48,0,0.75,129,4
0.6027,37.5306,10.07,1,0.78,151,1
0.6322,35.4901,4.95,1,0.35,63,10
0.1953,35.6031,2.33,0,0.66,108,0
-1.2651,37.4355,17.81,0,0.49,163,8
1.2733,39.0975,5.0,1,0.58,154,1
-1.5078,37.1541,9.45,0,0.77,75,9
-0.1674,39.0066,8.13,1,0.41,141,6
-0.6157,39.6853,14.39,0,0.51,83,0
-1.459,35.9505,7.75,1,0.25,53,10
0.6471,35.0622,3.88,0,0.59,50,9
1.3194,35.1322,12.42,1,0.66,181,9
0.035,37.7647,6.91,1,0.41,176,1
1.2068,39.5767,15.98,1,0.48,173,6
-1.8858,36.5919,12.38,0,0.38,112,6
1.4657,35.2326,14.85,1,0.35,115,10
-1.048,39.7683,17.95,0,0.68,138,2
-0.241,37.6787,16.21,1,0.64,92,1
1.9093,37.6116,17.51,1,0.42,190,2
0.2583,36.3288,2.6,1,0.6,164,6
1.4474,39.6524,1.64,0,0.29,174,1
-1.7995,37.9247,3.98,0,0.54,147,1
-1.5811,37.5869,1.05,0,0.65,70,7
-1.3983,35.8915,7.08,0,0.26,78,6
0.9372,36.7164,16.45,0,0.69,196,8
-1.0391,37.4466,6.75,1,0.29,161,8
1.1465,39.5927,19.47,1,0.27,188,6
-1.7938,39.2823,14.38,0,0.51,73,0
0.6492,36.0478,3.51,1,0.21,183,2
0.9667,35.8399,19.93,1,0.6,126,5
-1.2959,36.3599,18.31,0,0.73,99,2
0.3413,35.5403,12.42,0,0.6,144,7
-1.8218,39.8208,9.99,1,0.24,77,10
-1.129,38.2346,13.28,0,0.29,96,0
0.527,35.0872,10.21,1,0.47,174,0
1.054,38.4855,9.62,1,0.25,169,2
1.3486,36.7608,8.69,1,0.59,52,2
0.3454,39.2719,16.5,0,0.8,191,0
-1.8834,38.5446,17.56,0,0.57,128,6
1.6979,38.463,1.63,1,0.43,137,4
0.3779,37.0403,3.74,0,0.29,69,4
1.955,38.8092,2.42,0,0.33,92,4
-1.7169,37.4737,14.82,1,0.7,110,4
-1.7591,38.1124,17.51,0,0.76,194,6
-0.6585,38.8102,17.52,1,0.42,165,10
-0.1374,38.7912,17.65,0,0.69,144,4
0.1583,38.532,6.76,1,0.25,74,1
0.7437,38.8284,1.08,0,0.51,143,1
-1.8625,36.2821,13.57,1,0.54,194,8
0.61,38.368,17.76,1,0.61,118,4
1.19,38.3684,10.01,1,0.56,156,6
-0.3553,36.8624,2.85,0,0.79,129,3
-0.1335,37.8996,1.93,0,0.35,181,2
1.8526,36.755,2.47,1,0.39,127,6
-0.9427,35.6402,8.22,1,0.39,66,7
-1.8943,36.633,7.58,0,0.26,168,7
0.0232,35.7812,15.51,1,0.68,138,10
0.9717,35.8177,3.51,0,0.58,91,9
-0.374,39.6229,19.47,1,0.49,82,3
1.0483,37.4854,11.9,0,0.43,103,8
0.9409,36.6309,19.43,1,0.58,136,0
-1.5815,39.1512,3.87,1,0.48,142,4
-1.4862,37.4051,8.63,1,0.25,178,7
1.2656,36.7592,7.38,0,0.56,161,7
0.3024,35.9821,1.14,1,0.36,60,6
-0.0103,38.9166,9.62,0,0.23,73,0
-0.1965,35.4961,5.44,0,0.75,135,1
-0.147,35.2979,7.45,0,0.26,154,1
-0.4142,36.7079,18.17,0,0.53,101,8
0.9733,35.9522,8.02,0,0.22,120,3
1.0182,35.2526,13.87,0,0.52,93,5
-0.7108,35.4486,14.23,1,0.34,195,3
-0.1193,38.5334,9.41,0,0.55,58,1
-0.6437,37.1407,3.72,0,0.47,143,8
0.1293,35.6464,7.9,0,0.64,175,8
0.1697,36.181,14.29,1,0.46,164,8
-1.2134,37.3133,10.0,1,0.59,102,10
1.6148,37.8266,2.69,0,0.8,200,7
0.4896,35.5332,1.5,1,0.21,155,2
0.4488,35.6927,5.03,0,0.55,116,3
-0.9981,38.981,17.45,1,0.43,123,7
-1.8762,35.6753,14.39,1,0.42,100,2
-0.9207,39.1747,9.88,0,0.22,155,4
0.2155,36.8038,4.27,1,0.61,77,2
-1.3493,35.2435,1.08,0,0.36,139,8
-1.3381,39.7239,7.64,0,0.45,76,3
0.7308,39.9846,13.63,0,0.69,163,10
-0.8323,39.6588,6.05,1,0.74,97,8
0.1253,35.3095,2.14,1,0.63,61,6
1.1611,39.6289,14.45,0,0.47,199,3
-0.5581,39.0602,5.68,1,0.24,138,8
0.2717,37.1776,6.91,1,0.39,143,9
1.8177,39.1743,8.49,0,0.65,145,5
-0.8015,38.8139,3.55,1,0.56,129,0
1.9284,38.9131,16.51,1,0.32,122,3
-1.8707,38.2377,1.85,1,0.7,154,10
0.5773,37.5549,3.0,1,0.49,125,7
1.9614,36.9552,5.31,1,0.7,112,9
-0.6709,38.5751,6.99,1,0.5,155,2
0.8666,37.9484,14.26,0,0.29,85,1
1.603,38.0006,9.35,1,0.6,128,0
-0.3164,35.1607,6.79,0,0.68,84,1
0.1822,37.4136,10.03,0,0.8,181,5
1.3592,37.6992,11.13,1,0.27,84,10
-1.049,38.9905,10.21,1,0.67,199,5
0.5919,39.964,1.03,0,0.72,113,6
0.2898,37.6512,2.44,0,0.48,108,6
1.9292,39.3031,18.29,0,0.4,126,3
-1.9681,39.8106,19.54,1,0.4,170,9
1.1354,39.0552,5.98,0,0.25,186,1
-0.1233,38.7535,11.29,1,0.54,74,8
0.8032,38.5236,11.81,1,0.47,189,9
0.1696,39.1745,15.6,1,0.5,77,2
-1.1945,37.6771,3.47,0,0.25,190,3
0.1432,39.4006,15.81,0,0.67,151,8
1.8119,36.5349,15.34,0,0.69,63,2
1.5394,38.7086,14.45,1,0.23,61,10
-1.9567,35.6487,9.55,1,0.22,71,4
-1.877,37.2627,6.14,1,0.42,83,1
1.8185,37.7046,16.9,0,0.33,132,2
-1.8853,37.4373,4.27,1,0.64,119,10
-1.9395,39.7731,15.9,0,0.49,141,0
0.8092,39.1536,12.77,1,0.6,195,5
1.9796,37.8639,10.54,0,0.75,174,0
1.828,38.0218,11.64,0,0.38,189,1
-1.5436,36.9203,5.97,1,0.65,83,5
-0.7013,38.1643,8.94,0,0.59,181,2
0.8682,37.4827,16.6,0,0.6,163,9
1.489,36.2369,9.86,0,0.67,79,8
-1.0806,38.9773,19.21,1,0.45,186,5
-0.878,39.9447,3.87,1,0.46,128,3
-0.3153,38.6555,6.6,0,0.69,154,8
0.2897,39.6922,13.44,1,0.25,173,4
-0.056,38.0621,3.98,1,0.62,72,7
0.4045,39.4115,18.85,0,0.65,154,1
1.5598,37.8231,2.22,0,0.79,71,2
0.9864,37.9093,9.78,1,0.57,81,7
0.1867,36.9839,16.48,0,0.44,175,6
0.3688,36.701,6.09,1,0.33,174,5
-1.7944,36.1342,5.34,1,0.36,80,2
1.1668,38.5042,7.39,0,0.7,71,10
0.7643,37.6346,18.36,1,0.38,122,8
0.1266,39.9889,2.34,0,0.37,152,10
-0.3364,37.7209,19.1,1,0.26,148,3
1.2708,36.4552,12.44,1,0.25,99,9
-0.5885,39.8573,17.79,0,0.59,79,8
1.3904,35.5341,17.56,0,0.57,193,0
1.519,36.0204,13.72,1,0.58,53,8
1.3157,35.4377,6.87,1,0.59,88,4
-0.639,39.2157,15.18,0,0.4,69,2
0.3143,36.8662,13.42,1,0.46,111,10
0.5372,38.8709,9.39,1,0.55,149,10
-1.5353,37.3893,8.13,1,0.44,199,1
-0.8933,38.7623,14.94,1,0.57,167,2
0.5407,38.8099,16.49,0,0.39,158,6
1.1777,39.1157,12.63,0,0.22,193,8
-1.3371,37.1847,12.61,1,0.32,142,3
0.3125,35.5895,18.8,1,0.65,156,9
-0.6653,37.6972,2.69,0,0.65,199,0
1.8805,36.2702,6.46,0,0.2,181,4
-0.0546,38.9633,2.36,0,0.55,119,10
-1.4802,39.1822,9.65,0,0.48,180,3
0.007,38.6129,19.34,1,0.27,175,4
0.3307,39.7432,13.22,1,0.76,196,9
1.1916,35.6776,7.06,0,0.54,79,5
-0.8547,38.0828,1.76,0,0.49,183,3
0.0506,39.0093,3.93,1,0.5,106,1
-1.1143,39.1332,3.98,1,0.21,64,4
-1.008,39.4424,10.08,0,0.44,135,4
-0.8577,37.6475,10.7,1,0.62,88,10
0.5919,37.6777,16.92,0,0.37,145,3
0.8152,36.2644,2.77,0,0.61,109,4
1.4867,36.5635,15.33,0,0.41,198,4
0.1855,37.1874,3.51,1,0.38,199,4
-0.4331,39.6501,4.4,1,0.76,55,8
-1.8078,38.9391,9.33,0,0.77,168,1
1.3277,36.6766,6.19,0,0.32,91,4
-1.3889,38.9925,7.05,1,0.51,127,7
1.3212,38.1701,8.36,0,0.61,124,0
1.8751,38.361,17.21,0,0.43,117,8
1.8285,35.2267,14.57,1,0.24,181,6
1.1808,35.935,3.95,1,0.2,188,4
-1.0178,37.6778,12.26,0,0.61,53,7
1.228,36.3234,8.14,0,0.25,72,9
-1.4401,39.6285,17.32,0,0.44,81,8
-1.0769,37.9465,13.9,1,0.58,97,3
-1.8157,35.9419,4.67,1,0.67,129,0
-0.5021,37.3221,8.04,0,0.32,104,7
0.4147,39.3102,5.6,0,0.3,154,3
1.3285,36.035,4.46,1,0.33,200,1
0.1013,37.1753,14.72,0,0.25,146,6
0.1681,38.6601,3.05,1,0.27,58,8
0.8214,38.6278,4.47,0,0.48,90,5
-1.2503,35.7139,13.09,0,0.48,138,6
-0.3113,38.1173,17.49,1,0.42,146,2
-0.9482,35.9811,9.92,1,0.51,143,4
-1.6466,35.7228,1.71,0,0.72,63,10
1.3969,38.605,5.08,0,0.58,116,8
0.9312,38.7039,6.62,0,0.6,73,9
-1.9374,37.0416,14.66,1,0.48,126,6
1.09,39.3631,19.53,0,0.26,122,10
-0.0213,38.2601,1.88,1,0.28,164,5
-1.1075,39.5001,6.38,0,0.56,132,7
-1.0646,38.2707,1.85,1,0.31,168,0
-0.9777,35.7163,1.19,1,0.59,91,6
-0.6914,36.4732,16.15,0,0.64,52,8
-0.2516,37.4244,9.96,1,0.77,95,5
1.8224,37.3094,5.9,0,0.57,153,4
0.1574,39.5518,2.6,1,0.21,66,0
1.5062,36.9054,5.91,0,0.35,84,1
1.6552,39.4406,16.0,0,0.39,61,2
-0.3454,37.9209,17.09,1,0.57,56,7
-1.9235,39.5804,19.01,0,0.68,200,8
-1.3568,37.8674,19.23,0,0.76,189,10
1.1843,37.9748,6.77,1,0.25,112,10
1.3219,39.5219,14.22,0,0.31,50,1
1.5839,38.7592,11.72,0,0.49,182,1
-0.2687,37.812,8.51,0,0.49,81,9
-1.4363,37.6227,14.63,1,0.64,86,7
0.5643,39.8577,18.66,0,0.72,113,3
-1.0212,36.5268,5.89,1,0.61,90,4
-1.9812,38.3267,10.98,1,0.77,139,10
-1.7726,39.621,9.65,0,0.31,196,4
-0.9289,37.85,8.94,0,0.26,123,8
-0.6555,36.0758,16.85,0,0.68,128,2
-0.3801,39.567,7.37,1,0.3,141,10
1.1851,39.9292,14.02,0,0.5,117,0
0.7422,37.5604,14.18,0,0.59,112,6
-0.4293,39.9017,4.55,0,0.63,117,7
1.9759,38.9494,6.48,0,0.68,88,7
-1.3171,37.6964,13.62,0,0.31,72,1
0.8109,38.3959,16.79,1,0.47,68,0
-1.6201,35.862,7.91,1,0.37,198,1
-0.184,38.2518,15.64,0,0.77,164,9
-0.1069,35.4287,12.16,0,0.68,163,2
1.6212,36.224,4.46,0,0.25,76,0
1.7786,37.9503,1.25,1,0.62,79,4
1.8459,37.3661,8.92,1,0.77,194,0
0.7003,37.9118,9.36,0,0.49,138,6
1.5239,38.7671,13.99,0,0.36,178,0
-0.4854,36.7987,17.67,1,0.37,171,6
-0.5939,35.2865,4.17,1,0.6,197,8
-0.6738,38.5643,12.65,0,0.74,101,9
-0.9142,35.3885,6.4,0,0.73,95,1
0.1144,39.6915,12.64,1,0.35,133,7
1.83,37.338,19.74,0,0.51,112,9
1.4814,39.0472,2.38,0,0.71,105,2
1.2316,38.6448,9.29,1,0.59,88,6
-1.0786,39.4086,2.68,1,0.48,140,1
-1.2088,38.9185,7.0,0,0.33,170,7
1.3169,37.417,4.88,0,0.67,195,2
1.0309,39.2228,18.44,0,0.34,186,3
-0.9938,39.8526,17.25,0,0.58,100,7
1.3021,37.6474,10.05,1,0.41,83,1
-0.0121,37.6007,8.86,0,0.76,82,5
-0.5127,38.6929,4.16,0,0.76,178,7
-0.5975,35.9946,5.08,0,0.67,166,7
-1.0163,35.9094,9.86,1,0.31,54,10
-0.6472,37.0726,13.06,0,0.7,116,4
1.0637,38.7754,16.53,1,0.49,178,7
-0.0766,36.7577,15.02,1,0.45,50,5
-1.1782,39.7812,1.76,1,0.34,132,8
0.7857,38.3527,19.6,1,0.38,52,10
-1.3974,35.1082,1.12,0,0.25,122,7
-1.2444,38.0124,12.01,1,0.5,200,4
1.9247,36.9953,1.69,0,0.67,52,4
0.52,35.7204,18.88,0,0.3,176,1
0.0917,38.8276,12.57,0,0.26,163,10
0.457,37.6991,10.47,0,0.34,85,7
1.5681,39.1108,17.82,0,0.5,132,7
1.5304,37.333,10.18,1,0.5,69,6
-0.9301,39.3006,14.59,1,0.49,192,3
0.3618,39.3144,4.74,1,0.78,120,9
1.9589,38.5951,17.8,1,0.37,97,3
-0.2672,39.373,18.66,1,0.72,69,10
-1.5443,38.7549,5.99,0,0.3,138,1
1.6289,35.5683,9.99,0,0.21,188,4
1.0439,37.5718,10.01,1,0.66,173,10
0.3395,37.4829,3.65,0,0.5,103,1
1.3137,39.764,8.72,0,0.27,139,0
0.0861,35.6598,7.24,1,0.5,72,2
-1.2549,37.0114,19.29,1,0.7,70,7
1.2239,37.0342,18.21,1,0.55,87,9
1.6166,36.8624,5.09,0,0.31,182,5
-1.7766,37.1064,19.27,1,0.64,109,0
-0.0935,37.8979,7.54,1,0.23,67,1
1.4668,36.9667,10.84,1,0.45,71,10
0.8514,38.6174,19.55,1,0.78,108,2
0.3755,36.5305,12.03,0,0.64,55,4
-0.1319,36.4697,2.93,1,0.24,131,3
-0.7308,35.7217,3.77,0,0.7,72,7
0.139,35.4402,7.2,0,0.43,137,4
-0.7507,35.6519,6.54,0,0.64,190,3
0.839,37.7472,18.04,0,0.48,121,6
1.6011,38.4632,7.41,1,0.58,181,6
-0.0553,36.7103,9.56,1,0.68,174,2
0.099,35.0435,17.47,1,0.76,178,7
-0.1709,39.6431,8.04,0,0.43,91,3
-1.6381,39.0771,10.47,1,0.43,138,4
-0.8888,37.928,16.08,1,0.78,178,5
0.7515,38.902,3.89,1,0.54,182,9
-0.9499,39.4353,18.47,0,0.76,52,7
1.5529,37.2384,3.32,1,0.65,190,8
-0.6369,38.5043,3.76,0,0.66,158,9
-0.2369,36.3522,11.58,0,0.66,135,4
0.8303,37.1036,15.02,1,0.59,107,10
-1.34,37.4101,10.17,0,0.46,148,3
1.9753,37.4756,11.38,1,0.74,155,10
-1.8155,36.9442,9.52,0,0.29,111,9
1.6218,36.9943,7.41,0,0.6,65,4
-1.6896,37.8909,19.02,0,0.72,156,0
1.6255,36.8739,2.95,1,0.77,166,9
0.1585,38.5472,8.41,0,0.47,62,3
-0.2758,36.4501,13.74,1,0.67,75,8
-0.1285,37.1107,17.46,0,0.5,175,9
1.6964,36.9245,11.45,1,0.49,113,0
0.8272,39.9353,6.64,1,0.45,108,1
0.0913,37.9275,10.31,0,0.45,173,9
-1.522,36.7657,4.17,0,0.28,64,10
1.7594,37.7378,3.93,0,0.41,56,3
0.3986,38.8984,16.9,1,0.8,163,6
0.1564,38.2595,12.77,0,0.78,97,7
-1.3501,39.869,19.3,1,0.27,149,6
1.6309,37.3904,4.44,1,0.59,107,0
1.4178,38.724,4.71,1,0.39,162,8
-0.5751,39.6319,5.83,1,0.55,190,2
0.3412,39.5881,19.72,0,0.28,89,6
0.2534,38.0914,11.52,1,0.48,83,9
0.4657,38.6899,18.39,0,0.51,200,2
0.1531,37.375,5.09,0,0.57,196,0
1.0601,39.6379,14.76,1,0.54,198,4
0.8592,39.919,18.3,0,0.65,122,6
-1.4278,36.8148,10.26,0,0.27,144,8
1.7787,38.9003,9.99,1,0.26,61,2
1.4545,37.0684,4.6,1,0.3,81,8
-1.959,37.9636,13.41,0,0.21,194,4
-0.4507,39.9282,10.15,1,0.34,191,4
1.6332,35.0122,10.24,1,0.63,83,9
1.1664,37.8044,18.63,1,0.75,157,8
-1.9624,35.0216,7.23,1,0.33,156,9
0.346,37.4013,18.61,1,0.76,131,2
-1.4772,35.647,4.77,1,0.44,200,4
1.9561,35.192,5.52,1,0.53,89,9
1.8125,38.7974,10.38,1,0.46,147,0
-0.1717,39.8964,3.91,0,0.43,174,9
1.2151,35.986,9.75,0,0.59,108,4
-0.1898,38.4293,2.54,0,0.72,129,6
-0.4734,37.3029,13.97,0,0.67,134,0
1.4939,39.3074,11.98,0,0.51,162,7
-1.6813,37.834,14.89,1,0.48,88,9
-0.0393,37.6935,16.76,1,0.76,182,0
-1.9666,35.9797,13.97,0,0.77,65,8
-0.7076,37.7594,18.93,1,0.64,200,0
-0.0947,39.5114,16.89,0,0.21,183,0
1.8909,37.8301,1.42,1,0.51,77,9
1.7962,36.5672,5.88,0,0.55,66,7
1.9376,36.8452,11.41,0,0.8,93,8
0.7076,39.0834,3.71,1,0.52,89,1
-1.1204,37.9785,19.03,1,0.7,97,1
0.5235,39.5928,15.76,1,0.31,93,1
1.1267,37.5338,11.91,1,0.68,101,3
-1.3869,35.2827,18.91,1,0.79,159,7
-1.1438,39.4646,8.8,0,0.53,107,3
-0.7681,37.6425,1.22,1,0.78,59,8
-1.2671,35.7897,14.02,1,0.47,69,3
1.6422,35.4569,2.26,0,0.4,188,9
1.1946,37.542,2.97,1,0.7,137,0
-0.9366,38.4282,15.3,1,0.57,157,0
1.6322,37.2541,19.63,0,0.53,132,2
1.1422,35.0919,18.45,0,0.59,73,10
-1.4346,37.5589,11.47,1,0.54,121,7
1.2345,35.1222,7.28,1,0.53,147,7
1.4806,38.9808,17.87,1,0.68,65,4
1.0939,35.5669,15.12,0,0.34,195,2
1.5962,39.7866,14.52,1,0.54,151,0
1.0927,36.3301,7.34,0,0.76,171,6
-0.1061,36.4952,2.24,0,0.32,124,3
0.1705,37.9497,10.5,1,0.52,88,0
0.3958,37.0046,13.44,0,0.62,139,0
-1.5087,39.6671,5.96,0,0.5,70,4
-1.2035,38.1466,10.62,1,0.76,118,4
1.3694,36.7052,11.93,1,0.22,78,10
0.9402,37.5836,7.74,1,0.46,145,0
1.0801,39.0135,16.81,0,0.42,73,7
0.8419,38.5812,2.61,0,0.77,54,6
-1.448,36.8723,7.93,0,0.25,57,1
0.3969,39.3834,19.78,1,0.62,165,6
1.2715,36.2506,11.42,0,0.42,145,8
1.9679,39.5832,3.21,1,0.53,200,2
1.2352,36.0052,8.29,0,0.78,53,8
-0.1045,37.8325,9.84,1,0.73,62,2
1.2323,39.0207,9.46,0,0.76,75,5
-0.6309,37.4009,2.92,0,0.48,55,1
0.3319,37.2469,5.33,0,0.36,148,7
0.6296,38.9122,8.62,0,0.44,192,3
1.6534,37.9216,2.74,0,0.42,144,2
-1.1777,38.8532,13.19,1,0.22,190,3
0.829,37.4848,11.63,1,0.51,142,4
-0.7497,37.908,15.17,0,0.21,184,7
1.5578,36.8624,6.07,0,0.46,52,0
-0.8469,38.2396,16.36,1,0.48,89,4
1.6808,36.4073,8.39,1,0.74,142,10
0.6997,37.8082,12.09,1,0.74,140,9
-0.9642,39.653,18.52,0,0.64,114,1
0.8021,38.0008,18.23,0,0.74,60,3
0.9365,35.443,15.37,0,0.36,61,3
-0.5923,37.3981,4.64,0,0.25,159,5
-0.9075,37.8002,5.4,0,0.51,111,1
0.0141,37.2177,15.47,0,0.7,83,5
-1.9579,39.8911,10.7,1,0.64,175,3
-1.952,35.0669,15.87,0,0.41,80,4
0.5147,38.4698,1.18,1,0.7,180,0
0.4197,36.5489,1.67,0,0.48,117,7
-0.7961,39.515,9.01,0,0.45,143,3
1.8334,35.6916,2.14,1,0.52,181,9
0.8695,38.6011,6.76,1,0.45,187,10
0.0769,37.1002,16.21,0,0.53,63,5
1.6292,35.1518,16.8,0,0.61,62,4
1.4054,39.6007,15.19,0,0.55,192,6
-0.3137,36.5488,19.4,0,0.37,152,0
0.7489,39.625,14.69,1,0.53,164,8
-0.7511,37.344,5.03,1,0.48,156,4
-0.2517,38.307,6.31,0,0.5,95,2
-1.7953,36.1025,17.75,1,0.76,161,8
-0.8794,37.0231,15.48,1,0.66,70,4
1.1625,38.7119,3.45,1,0.34,163,0
1.3115,37.6968,7.98,1,0.78,131,7
0.2786,36.2665,14.8,1,0.62,178,2
1.5222,36.9464,18.49,1,0.74,161,1
1.5971,35.3843,11.09,1,0.33,182,3
-0.3171,39.2176,19.49,0,0.71,50,4
-0.4072,37.2813,7.13,0,0.75,178,3
-0.1192,36.1825,18.3,0,0.77,118,2
-1.4541,39.5198,16.69,0,0.44,196,3
0.1763,38.9369,17.65,0,0.79,184,7
-0.9545,39.735,6.97,0,0.34,150,2
0.0342,37.5551,10.79,1,0.43,85,0
-1.9227,37.1918,10.96,1,0.32,120,4
0.4443,36.2307,12.18,0,0.36,59,10
-1.4735,35.6236,19.15,0,0.33,70,7
-0.3358,35.546,11.35,1,0.45,103,7
-1.0189,36.444,6.7,1,0.66,119,1
1.2769,38.6273,8.31,1,0.42,135,0
-1.7382,38.8841,5.24,0,0.45,67,0
-1.042,36.465,12.16,0,0.2,124,5
0.3144,38.829,17.32,1,0.36,67,3
-1.4236,37.064,5.43,0,0.25,87,7
-0.1027,38.7941,4.77,1,0.66,74,5
0.7543,38.9703,12.31,1,0.32,175,3
1.8196,37.0879,9.87,0,0.56,141,2
-0.3502,39.7526,18.64,0,0.5,162,7
1.5948,39.4405,10.48,0,0.22,129,10
-1.4631,35.1033,2.39,0,0.69,165,7
-0.5478,37.4733,9.49,0,0.44,115,6
0.1422,39.1162,7.34,0,0.46,92,1
-1.5427,38.4803,9.79,0,0.59,135,6
-0.7381,37.641,18.1,1,0.41,58,8
-1.2984,36.4263,14.57,0,0.44,128,9
-0.0384,38.5287,17.54,0,0.53,153,3
1.2838,35.2926,11.35,1,0.59,108,6
1.5296,37.5698,10.79,0,0.5,53,1
1.0122,37.052,2.51,1,0.45,185,0
-0.977,35.2379,9.84,0,0.72,61,7
1.2632,39.3237,4.81,0,0.77,109,1
-0.7726,36.6203,14.16,1,0.58,110,9
0.0555,38.4201,14.56,1,0.21,59,0
0.8091,37.6216,19.12,0,0.79,102,0
0.2508,39.9444,8.28,0,0.75,116,7
0.3636,35.8054,8.02,1,0.49,189,10
0.8639,35.2758,15.27,0,0.7,115,5
0.0559,37.0908,2.49,1,0.31,199,0
-1.563,37.7211,2.92,1,0.57,67,5
0.1814,35.3605,19.57,0,0.52,156,9
0.6588,35.7794,13.33,0,0.51,55,3
0.6605,35.1359,18.75,1,0.56,169,2
-1.7346,35.4444,17.93,1,0.33,125,3
-1.1224,37.7341,4.46,0,0.24,113,10
1.0239,36.4454,2.73,1,0.23,82,4
0.5762,39.9213,17.25,0,0.53,71,3
-0.5562,35.9464,8.46,0,0.49,132,5
-0.996,37.7157,3.15,0,0.66,80,8
-1.7594,39.611,17.93,1,0.74,74,2
1.3425,38.4952,6.2,0,0.75,61,0
-0.8358,38.8976,3.8,0,0.22,50,6
-0.8526,35.8741,9.93,0,0.55,98,0
-1.012,39.2898,14.01,0,0.76,126,9
-0.8321,38.0127,12.99,1,0.64,133,4
0.1687,37.6308,3.85,1,0.64,137,4
-1.1045,39.148,12.13,1,0.33,97,7
-1.7546,35.8994,19.34,1,0.44,55,9
-1.8923,38.8353,13.85,0,0.75,118,8
0.7185,38.5645,9.4,1,0.6,126,7
0.1069,39.4487,4.9,0,0.25,114,2
-0.9751,38.4802,9.06,0,0.4,136,10
-1.0713,37.2928,16.9,0,0.64,169,4
1.9128,38.4964,11.8,0,0.23,106,5
1.4352,35.3892,2.32,0,0.42,169,1
-0.5594,37.1607,5.98,0,0.61,113,9
1.3321,37.183,15.39,1,0.28,177,6
-1.5186,38.8808,9.46,0,0.47,135,10
0.2588,35.3461,3.46,1,0.43,73,6
-1.7783,35.9009,15.5,1,0.34,67,8
1.3541,39.3687,15.51,1,0.65,123,7
1.29,38.4357,3.31,1,0.63,180,4
-0.5166,36.5598,9.08,0,0.63,132,3
-1.6713,35.3205,11.73,1,0.77,63,8
-1.1181,38.4731,2.36,1,0.71,197,6
-0.1978,35.0368,11.08,0,0.64,175,0
-1.0437,38.5638,11.82,1,0.4,116,2
0.7944,38.2724,19.31,0,0.6,68,9
-1.5162,37.9931,17.0,0,0.7,51,6
-0.9674,38.7475,17.39,0,0.51,166,6
0.9457,36.7285,9.08,0,0.24,185,2
0.1337,38.3043,15.5,0,0.72,64,3
-1.575,39.3569,13.32,1,0.27,82,8
-0.661,37.9358,18.99,1,0.26,200,6
1.2576,39.1365,12.11,0,0.64,66,6
-0.5282,38.5973,9.51,0,0.69,173,0
1.1341,37.1561,10.43,1,0.71,122,2
0.8185,37.4161,11.87,0,0.39,195,5
